ticker,weight,return,pnl,price_prev,price_curr
AAPL,0.2589784517158818,-0.0031266092841904757,-0.0008097244315401509,271.86,271.01
GOOGL,0.241021548284118,0.006869009584664464,0.0016555793252742755,313.0,315.15
AMZN,-0.0502793296089386,-0.018715882505848686,0.0009410220254337337,230.82,226.5
MSFT,-0.0901835594573025,-0.0220834539514495,0.0019915644824531477,483.62,472.94
TSLA,-0.3595371109337589,-0.02590500756025979,0.009313811576932987,449.72,438.07
