ticker,weight,return,pnl,price_prev,price_curr
GOOGL,0.3603465851172273,0.014752404932532928,0.00531597873970478,309.78,314.35
AAPL,0.085117227319062,0.005129719157102211,0.00043662747157801604,270.97,272.36
AMZN,0.0545361875637104,0.016241299303944225,0.0008857385451182614,228.43,232.14
MSFT,-0.1595310907237512,0.003980037944403214,-0.0006349397943925614,484.92,486.85
TSLA,-0.3404689092762488,-0.006486198923741158,0.0022083490729149307,488.73,485.56
